Review,date,Location,cleaned_review,Sentiment Score,Sentiment Label
"There's some mishaps that we did experience staying in Wyndham Garden Silicon Valley in San Jose. When I booked the 2 rooms 1 for my family and 1 for my Aunt and Uncle it says we are getting a King size bed but when we got in our rooms it appears to be a Queen size bed, both rooms. Then trying to use the phone in our room but its not working and I have to go to my Aunt's room to use there phone then I have to wait for them to ring me back but I decided to go down to the front desk then they told me that it is a King size bed and also they told me they can't transfer us because they are fully book. The rooms are both accessible and very spacious. It looks clean but I have seen some water stain in the ceiling. We slept alright its comfortable enough. Staff are friendly. Overall experience is alright nothing standout.      ",06/08/2019,,there mishap experi stay wyndham garden silicon valley san jose book 2 room 1 famili 1 aunt uncl say get king size bed got room appear queen size bed room tri use phone room work go aunt room use phone wait ring back decid go front desk told king size bed also told cant transfer us fulli book room access spaciou look clean seen water stain ceil slept alright comfort enough staff friendli overal experi alright noth standout,0.802,Positive
Checkin person was nice and checkin was efficient. Older and dirtier than expected. Business area and computer was outdated and no printer available to print boarding passes. For a hotel in Silicon Valley it is is way outdated.      ,06/08/2019,,checkin person nice checkin effici older dirtier expect busi area comput outdat printer avail print board pass hotel silicon valley way outdat,0.1027,Positive
"The front receptionist had an emergency and we had to wait until someone else came. Other than that, the place was good.      ",06/08/2019,,front receptionist emerg wait someon els came place good,0.4404,Positive
The room size Cleanliness Nice staff  Close to so many attractions      ,06/08/2019,Toronto,room size cleanli nice staff close mani attract,0.6486,Positive
Just an okay lodging experience in a good location.      ,06/08/2019,,okay lodg experi good locat,0.5859,Positive
Everything was great but the A/C in our room wasn’t working and it was really hot outside.      ,06/08/2019,,everyth great ac room ’ work realli hot outsid,0.6249,Positive
Parking fees should be free. Charging $20 a day is ridiculous. I could have stayed with a different hotel if I knew I have to pay for this. I will not come back unless parking is free.      ,06/08/2019,,park fee free charg 20 day ridicul could stay differ hotel knew pay come back unless park free,0.7351,Positive
"Hotel was perfectly located for both Disney and Universal parks. Lots of restaurants and bars within walking distance. Free parking which is a bonus.   Lots of rooms have been upgraded and some have still to be refurbished. Our room was ideal, not upgraded, air con a bit noisy but it was still perfectly clean and did the job.      ",06/08/2019,,hotel perfectli locat disney univers park lot restaur bar within walk distanc free park bonu lot room upgrad still refurbish room ideal upgrad air con bit noisi still perfectli clean job,0.8555,Positive
"Property was nice and clean however we stayed 2 nights and no one ever came to clean our room, so we lacked towels/garbage needed empty etc. Self parking fee of $22 US per night is way too high but you have no other options      ",05/08/2019,Ottawa Ont,properti nice clean howev stay 2 night one ever came clean room lack towelsgarbag need empti etc self park fee 22 us per night way high option,0.7096,Positive
From the minute you arrive to the minute you leave you are not a customer. You are treated like family.      ,05/08/2019,Weeki Wachee Fl.,minut arriv minut leav custom treat like famili,0.6369,Positive
Things for kids and a good amount of pools. Hotel was nice and clean.      ,05/08/2019,,thing kid good amount pool hotel nice clean,0.8126,Positive
"Beautiful resort property with pristine pools, lush landscaping, koi pond, family friendly activities, pool-side bars and numerous dining options.      ",05/08/2019,St. Pete,beauti resort properti pristin pool lush landscap koi pond famili friendli activ poolsid bar numer dine option,0.0,Neutral
I liked that this property was extremely kid friendly- the water slides and lazy river were great bonuses.      ,05/08/2019,,like properti extrem kid friendli water slide lazi river great bonus,0.8779,Positive
"Property was nice but I fell in lobby on wet floor and broke my wrist,      ",05/08/2019,,properti nice fell lobbi wet floor broke wrist,0.0,Neutral
"I didn't like having trouble checking, and also tgat me key wasn't working. Even when i got a new one, also that u got charged on my card. After the lady at the front desk that asked me for the card and my ID cards. Told me that i wouldn't get charged because everything was payed all ready, which i did.      ",05/08/2019,New York,didnt like troubl check also tgat key wasnt work even got new one also u got charg card ladi front desk ask card id card told wouldnt get charg everyth pay readi,-0.3632,Negative
The staff/personnel were all friendly and attended to our needs on the spot. Definitely a place i would recommend      ,05/08/2019,,staffpersonnel friendli attend need spot definit place would recommend,0.3612,Positive
"I would only recommend this hotel due to its location. Its right in front of the Madison Square Garden and has a lot of metro entrances close which makes it easier to commute. However, there are some hotel features which are not the best. The rooms are extremely small. I went with my boyfriend so overall it was fine but it was already a small room for the two of us. They didn't clean the room very well. Also, we were on the 30th floor and to wait for the elevators was a complete nightmare. One day we had to spent 15 minutes waiting for an elevator with enough space to be able to go down and then another day we had to wait 30 minutes in the lobby to be able to go up. The elevators need major improvement since they are really slow and they are always crowded.      ",05/08/2019,,would recommend hotel due locat right front madison squar garden lot metro entranc close make easier commut howev hotel featur best room extrem small went boyfriend overal fine alreadi small room two us didnt clean room well also 30th floor wait elev complet nightmar one day spent 15 minut wait elev enough space abl go anoth day wait 30 minut lobbi abl go elev need major improv sinc realli slow alway crowd,0.8035,Positive
